"gene","pval","effect","fdr"
"BCKDHB","0.0903352251797681","0.013838873492459",0.133229471931255
"BCKDK","0.225151414755896","-0.00822335763394",0.291036147896522
"BCL10","0.0121665762107049","-0.0195260981645929",0.0241871747399986
"BCL2","0.00261109848322084","0.0744620778534396",0.00668209505127535
"BCL2L1","5.98522050014714e-05","-0.0421109389101707",0.000357426699985851
"BCL2L13","2.47194825853555e-06","0.0451585958327313",5.0850709887211e-05
"BCL2L14","0.000114441593377413","-0.131730852010162",0.000576828672814361
"BCL2L15","0.00089806343422057","-0.0570599266521549",0.00281626017758157
"BCL2L2","0.638053148649639","-0.00291057929982286",0.700551607667971
"BCL3","0.0126885413128357","-0.0392189369844187",0.0250662642497012
"BCL6","0.0339123414229172","0.0246653349635978",0.0573363946914739
"BCL7A","0.800750938904848","-0.00218357982193063",0.838570823516419
"BCL7B","0.0792219266647911","0.0169774639502724",0.118917710047149
"BCL7C","0.00136767066996488","-0.0207060494424308",0.00393048969264899
"BCL9","0.000149258480352613","-0.0553298173160346",0.000702578786907728
"BCL9L","0.000125997764780508","-0.0768272247038623",0.000620658178618794
"BCLAF1","5.13754400860267e-05","0.0323682700600266",0.000320894027076053
"BCLAF3","0.000107151122018355","0.0359585459947727",0.000550433018575687
"BCOR","5.05383155081808e-05","-0.0275946139102978",0.000317843802088372
"BCR","5.0697736918682e-05","-0.0441750224021393",0.000318626535544792
"BCS1L","0.691426566977703","0.00245754384864516",0.747623434369697
"BDH1","0.000310324887977567","-0.0699220711059294",0.00123709129664898
"BDH2","0.0584334445867539","0.0118616769244207",0.0915344314960579
"BECN1","0.00206342381471535","-0.0278237040404783",0.005493880083474
"BEND3","4.91637830432978e-06","-0.0879317765449397",7.30880187395714e-05
"BET1","8.19882722424075e-07","0.0626905713616385",3.47388855810585e-05
"BET1L","0.00181982786516623","0.029544173724108",0.00495343229846471
"BGN","0.000501670236816365","-0.0913048022755937",0.00178165271555243
"BICC1","0.000416193088816321","0.0768845049141038",0.00154617513998497
"BICD1","0.000145930303638521","-0.0498905124828501",0.000690837847822255
"BICD2","0.887647289445119","0.000908125468378929",0.909708698685714
"BICDL2","1.10039478266496e-05","-0.221695805477809",0.000115343807798552
"BICRA","0.000301202966484891","-0.0648296677617597",0.00120579217226143
"BICRAL","0.0004890321526431","0.0250518693888881",0.00174697312500438
"BID","0.0039381238677167","-0.033260809198951",0.0093458653141933
"BIN1","0.00552804410387653","-0.0260690651762178",0.0124695707719373
"BIN2","0.426521517317896","-0.0129274987652401",0.500500976991757
"BIN3","1.65492732770727e-07","-0.0635736125752661",2.12862874965385e-05
"BIRC2","0.000161534580798983","0.0291429155332152",0.000745115506935536
"BIRC6","1.42817675805354e-06","0.0408469436781094",4.11299166344698e-05
"BLM","3.96449948472598e-07","-0.188802256523156",2.66716865056644e-05
"BLMH","0.00069493084029114","0.0230961289070661",0.00230455049038325
"BLNK","1.8639382896249e-05","-0.0931730301852847",0.000159194654483146
"BLOC1S1","0.0311479015310119","0.0240021794160608",0.0534861177034316
"BLOC1S2","0.00129944477027292","-0.0283438748752485",0.00376532276654574
"BLOC1S3","0.0005525249315242","-0.0402472805613963",0.00191160201252089
"BLOC1S4","0.542146353133315","-0.00390128405641177",0.612215578203705
"BLOC1S5","0.00840224091565291","0.0249682413900375",0.0176387057047558
"BLOC1S6","0.000163469704349551","0.0565288580984483",0.000751614235992663
"BLVRA","0.462867406803051","-0.0050446947518541",0.537065276062669
"BLVRB","0.883109028184844","0.00128567291753123",0.905770689234494
"BLZF1","0.0838853264253094","0.0141220119382023",0.125093598382236
"BMF","0.0886171683359406","-0.0399514402813094",0.130992417687823
"BMP1","0.000133097741435942","0.0532082494444791",0.000646133627837998
"BMP2K","0.163988441789162","-0.00713494212317378",0.2213338501345
"BMS1","0.408915209666983","0.00483579547066948",0.483451518642348
"BNIP1","0.00103275009145295","0.0491390195866234",0.0031402908186222
"BNIP2","0.0150209537306333","0.0234058792271564",0.0288849865683185
"BNIP3","3.33192925971203e-05","0.0880148807645382",0.000236478748783144
"BOD1","0.188705769333168","0.00994158062151573",0.249662554577985
"BOD1L1","4.78371386303e-05","0.0257881830308406",0.00030400873675315
"BOK","0.00600028613867805","-0.0635704727840829",0.0133530177244867
"BOLA1","0.00056440873915724","-0.0331393709621254",0.00194092710941129
"BOLA2","1.1561300017345e-07","-0.0746635471572749",2.02081643053856e-05
"BOLA3","0.00308471855113089","-0.0336094173747833",0.00766386045704902
"BOP1","1.41617406495815e-05","-0.0710654763005978",0.000134573454160205
"BORCS5","0.435100827833341","0.00691912375251968",0.509126071397693
"BORCS6","0.292067917413148","-0.0111526775480123",0.363261216239391
"BORCS7","0.00698712720563512","0.0176417717288552",0.0151220665218557
"BORCS8","0.00434823066347297","-0.0207393024822401",0.0101838668815804
"BPGM","6.68358755642987e-06","-0.0442073786815382",8.56646039405702e-05
"BPHL","0.00835888158995771","-0.0212351497225184",0.0175638662506997
"BPI","4.60239401610386e-05","0.195096086423446",0.000297238877685467
"BPIFB1","0.112434207759166","0.117977864196285",0.160363414785688
"BPNT1","0.000133220717012017","-0.0315574373165881",0.000646133627837998
"BPTF","0.0121097434528559","0.0164376655346875",0.0241004787258956
"BRAF","0.00194065339832859","0.0175688233556806",0.00522148639473529
"BRAP","0.00256988568180555","0.0163820794232099",0.00658958025275576
"BRAT1","0.0296825671898584","-0.01958357559826",0.0514155549897699
"BRCC3","5.76844826004753e-06","-0.0607942713511054",7.9831535176782e-05
"BRD1","0.00244046472464397","-0.0223923032651978",0.006310997456209
"BRD2","0.221300735377392","-0.00736786881479956",0.28670935477597
"BRD3","0.00035700417060045","-0.0360344140526548",0.00137680025674223
"BRD4","0.000426630379671726","-0.0445049947912841",0.00157531711910391
"BRD7","0.019185083292383","-0.0153598019070926",0.0355136429095036
"BRD8","0.459313177649695","0.0048034809899008",0.533484704043037
"BRD9","0.000655693717439262","-0.0241713603333725",0.00220005038550221
"BRF1","8.04595334472386e-05","-0.0540492381716154",0.000446263695183393
"BRF2","0.61854968217411","0.00307002251532706",0.683253727715474
